r,g,b,h,s,v,c,m,y,k,hex,name
255,191,0,0.1248,1.0,1.0,0.0,0.251,1.0,0.0,FFBF00,Amber
255,3,62,0.961,0.9882,1.0,0.0,0.9882,0.7569,0.0,FF033E,American Rose
153,102,204,0.75,0.5,0.8,0.25,0.5,0.0,0.2,9966CC,Amethyst
164,198,57,0.2069,0.7121,0.7765,0.1717,0.0,0.7121,0.2235,A4C639,Android Green
242,243,244,0.5833,0.0082,0.9569,0.0082,0.0041,0.0,0.0431,F2F3F4,Anti-Flash White
205,149,117,0.0606,0.4293,0.8039,0.0,0.2732,0.4293,0.1961,CD9575,Antique Brass
145,92,131,0.8774,0.3655,0.5686,0.0,0.3655,0.0966,0.4314,915C83,Antique Fuchsia
250,235,215,0.0952,0.14,0.9804,0.0,0.06,0.14,0.0196,FAEBD7,Antique White
0,128,0,0.3333,1.0,0.502,1.0,0.0,1.0,0.498,008000,Ao
141,182,0,0.2042,1.0,0.7137,0.2253,0.0,1.0,0.2863,8DB600,Apple Green
251,206,177,0.0653,0.2948,0.9843,0.0,0.1793,0.2948,0.0157,FBCEB1,Apricot
0,255,255,0.5,1.0,1.0,1.0,0.0,0.0,0.0,00FFFF,Aqua
127,255,212,0.444,0.502,1.0,0.502,0.0,0.1686,0.0,7FFFD4,Aquamarine
75,83,32,0.1928,0.6145,0.3255,0.0964,0.0,0.6145,0.6745,4B5320,Army Green
233,214,107,0.1415,0.5408,0.9137,0.0,0.0815,0.5408,0.0863,E9D66B,Arylide Yellow
178,190,181,0.375,0.0632,0.7451,0.0632,0.0,0.0474,0.2549,B2BEB5,Ash Grey
135,169,107,0.2581,0.3669,0.6627,0.2012,0.0,0.3669,0.3373,87A96B,Asparagus
255,153,102,0.0556,0.6,1.0,0.0,0.4,0.6,0.0,FF9966,Atomic Tangerine
165,42,42,0.0,0.7455,0.6471,0.0,0.7455,0.7455,0.3529,A52A2A,Auburn
253,238,0,0.1568,1.0,0.9922,0.0,0.0593,1.0,0.0078,FDEE00,Aureolin
110,127,128,0.5093,0.1406,0.502,0.1406,0.0078,0.0,0.498,6E7F80,Aurometalsaurus
255,32,82,0.9626,0.8745,1.0,0.0,0.8745,0.6784,0.0,FF2052,Awesome
0,127,255,0.5837,1.0,1.0,1.0,0.502,0.0,0.0,007FFF,Azure
240,255,255,0.5,0.0588,1.0,0.0588,0.0,0.0,0.0,F0FFFF,Azure Mist/Web
137,207,240,0.5534,0.4292,0.9412,0.4292,0.1375,0.0,0.0588,89CFF0,Baby Blue
161,202,241,0.5813,0.332,0.9451,0.332,0.1618,0.0,0.0549,A1CAF1,Baby Blue Eyes
244,194,194,0.0,0.2049,0.9569,0.0,0.2049,0.2049,0.0431,F4C2C2,Baby Pink
33,171,205,0.5329,0.839,0.8039,0.839,0.1659,0.0,0.1961,21ABCD,Ball Blue
250,231,181,0.1208,0.276,0.9804,0.0,0.076,0.276,0.0196,FAE7B5,Banana Mania
255,225,53,0.1419,0.7922,1.0,0.0,0.1176,0.7922,0.0,FFE135,Banana Yellow
132,132,130,0.1667,0.0152,0.5176,0.0,0.0,0.0152,0.4824,848482,Battleship Grey
152,119,123,0.9798,0.2171,0.5961,0.0,0.2171,0.1908,0.4039,98777B,Bazaar
188,212,230,0.5714,0.1826,0.902,0.1826,0.0783,0.0,0.098,BCD4E6,Beau Blue
159,129,112,0.0603,0.2956,0.6235,0.0,0.1887,0.2956,0.3765,9F8170,Beaver
245,245,220,0.1667,0.102,0.9608,0.0,0.0,0.102,0.0392,F5F5DC,Beige
255,228,196,0.0904,0.2314,1.0,0.0,0.1059,0.2314,0.0,FFE4C4,Bisque
61,43,31,0.0667,0.4918,0.2392,0.0,0.2951,0.4918,0.7608,3D2B1F,Bistre
254,111,94,0.0177,0.6299,0.9961,0.0,0.563,0.6299,0.0039,FE6F5E,Bittersweet
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,000000,Black
255,235,205,0.1,0.1961,1.0,0.0,0.0784,0.1961,0.0,FFEBCD,Blanched Almond
49,140,231,0.5833,0.7879,0.9059,0.7879,0.3939,0.0,0.0941,318CE7,Bleu De France
172,229,238,0.5227,0.2773,0.9333,0.2773,0.0378,0.0,0.0667,ACE5EE,Blizzard Blue
250,240,190,0.1389,0.24,0.9804,0.0,0.04,0.24,0.0196,FAF0BE,Blond
0,0,255,0.6667,1.0,1.0,1.0,1.0,0.0,0.0,0000FF,Blue
162,162,208,0.6667,0.2212,0.8157,0.2212,0.2212,0.0,0.1843,A2A2D0,Blue Bell
102,153,204,0.5833,0.5,0.8,0.5,0.25,0.0,0.2,6699CC,Blue Gray
13,152,186,0.5328,0.9301,0.7294,0.9301,0.1828,0.0,0.2706,0D98BA,Blue Green
138,43,226,0.7532,0.8097,0.8863,0.3894,0.8097,0.0,0.1137,8A2BE2,Blue Purple
138,43,226,0.7532,0.8097,0.8863,0.3894,0.8097,0.0,0.1137,8A2BE2,Blue Violet
222,93,131,0.9509,0.5811,0.8706,0.0,0.5811,0.4099,0.1294,DE5D83,Blush
121,68,59,0.0242,0.5124,0.4745,0.0,0.438,0.5124,0.5255,79443B,Bole
0,149,182,0.5302,1.0,0.7137,1.0,0.1813,0.0,0.2863,0095B6,Bondi Blue
227,218,201,0.109,0.1145,0.8902,0.0,0.0396,0.1145,0.1098,E3DAC9,Bone
204,0,0,0.0,1.0,0.8,0.0,1.0,1.0,0.2,CC0000,Boston University Red
0,106,78,0.456,1.0,0.4157,1.0,0.0,0.2642,0.5843,006A4E,Bottle Green
135,50,96,0.9098,0.6296,0.5294,0.0,0.6296,0.2889,0.4706,873260,Boysenberry
0,112,255,0.5935,1.0,1.0,1.0,0.5608,0.0,0.0,0070FF,Brandeis Blue
181,166,66,0.1449,0.6354,0.7098,0.0,0.0829,0.6354,0.2902,B5A642,Brass
203,65,84,0.9771,0.6798,0.7961,0.0,0.6798,0.5862,0.2039,CB4154,Brick Red
29,172,214,0.5378,0.8645,0.8392,0.8645,0.1963,0.0,0.1608,1DACD6,Bright Cerulean
102,255,0,0.2667,1.0,1.0,0.6,0.0,1.0,0.0,66FF00,Bright Green
191,148,228,0.7562,0.3509,0.8941,0.1623,0.3509,0.0,0.1059,BF94E4,Bright Lavender
195,33,72,0.9599,0.8308,0.7647,0.0,0.8308,0.6308,0.2353,C32148,Bright Maroon
255,0,127,0.917,1.0,1.0,0.0,1.0,0.502,0.0,FF007F,Bright Pink
8,232,222,0.4926,0.9655,0.9098,0.9655,0.0,0.0431,0.0902,08E8DE,Bright Turquoise
209,159,232,0.7808,0.3147,0.9098,0.0991,0.3147,0.0,0.0902,D19FE8,Bright Ube
244,187,255,0.8064,0.2667,1.0,0.0431,0.2667,0.0,0.0,F4BBFF,Brilliant Lavender
255,85,163,0.9235,0.6667,1.0,0.0,0.6667,0.3608,0.0,FF55A3,Brilliant Rose
251,96,127,0.9667,0.6175,0.9843,0.0,0.6175,0.494,0.0157,FB607F,Brink Pink
0,66,37,0.4268,1.0,0.2588,1.0,0.0,0.4394,0.7412,004225,British Racing Green
205,127,50,0.0828,0.7561,0.8039,0.0,0.3805,0.7561,0.1961,CD7F32,Bronze
165,42,42,0.0,0.7455,0.6471,0.0,0.7455,0.7455,0.3529,A52A2A,Brown
255,193,204,0.9704,0.2431,1.0,0.0,0.2431,0.2,0.0,FFC1CC,Bubble Gum
231,254,255,0.5069,0.0941,1.0,0.0941,0.0039,0.0,0.0,E7FEFF,Bubbles
240,220,130,0.1364,0.4583,0.9412,0.0,0.0833,0.4583,0.0588,F0DC82,Buff
72,6,7,0.9975,0.9167,0.2824,0.0,0.9167,0.9028,0.7176,480607,Bulgarian Rose
128,0,32,0.9583,1.0,0.502,0.0,1.0,0.75,0.498,800020,Burgundy
222,184,135,0.0939,0.3919,0.8706,0.0,0.1712,0.3919,0.1294,DEB887,Burlywood
204,85,0,0.0694,1.0,0.8,0.0,0.5833,1.0,0.2,CC5500,Burnt Orange
233,116,81,0.0384,0.6524,0.9137,0.0,0.5021,0.6524,0.0863,E97451,Burnt Sienna
138,51,36,0.0245,0.7391,0.5412,0.0,0.6304,0.7391,0.4588,8A3324,Burnt Umber
189,51,164,0.8635,0.7302,0.7412,0.0,0.7302,0.1323,0.2588,BD33A4,Byzantine
112,41,99,0.8638,0.6339,0.4392,0.0,0.6339,0.1161,0.5608,702963,Byzantium
0,122,165,0.5434,1.0,0.6471,1.0,0.2606,0.0,0.3529,007AA5,Cg Blue
224,60,49,0.0105,0.7812,0.8784,0.0,0.7321,0.7812,0.1216,E03C31,Cg Red
83,104,114,0.5538,0.2719,0.4471,0.2719,0.0877,0.0,0.5529,536872,Cadet
95,158,160,0.5051,0.4062,0.6275,0.4062,0.0125,0.0,0.3725,5F9EA0,Cadet Blue
145,163,176,0.5699,0.1761,0.6902,0.1761,0.0739,0.0,0.3098,91A3B0,Cadet Grey
0,107,60,0.4268,1.0,0.4196,1.0,0.0,0.4393,0.5804,006B3C,Cadmium Green
237,135,45,0.0781,0.8101,0.9294,0.0,0.4304,0.8101,0.0706,ED872D,Cadmium Orange
227,0,34,0.975,1.0,0.8902,0.0,1.0,0.8502,0.1098,E30022,Cadmium Red
255,246,0,0.1608,1.0,1.0,0.0,0.0353,1.0,0.0,FFF600,Cadmium Yellow
166,123,91,0.0711,0.4518,0.651,0.0,0.259,0.4518,0.349,A67B5B,Café Au Lait
75,54,33,0.0833,0.56,0.2941,0.0,0.28,0.56,0.7059,4B3621,Café Noir
30,77,43,0.3794,0.6104,0.302,0.6104,0.0,0.4416,0.698,1E4D2B,Cal Poly Pomona Green
163,193,173,0.3889,0.1554,0.7569,0.1554,0.0,0.1036,0.2431,A3C1AD,Cambridge Blue
193,154,107,0.0911,0.4456,0.7569,0.0,0.2021,0.4456,0.2431,C19A6B,Camel
120,134,107,0.2531,0.2015,0.5255,0.1045,0.0,0.2015,0.4745,78866B,Camouflage Green
255,255,153,0.1667,0.4,1.0,0.0,0.0,0.4,0.0,FFFF99,Canary
255,239,0,0.1562,1.0,1.0,0.0,0.0627,1.0,0.0,FFEF00,Canary Yellow
255,8,0,0.0052,1.0,1.0,0.0,0.9686,1.0,0.0,FF0800,Candy Apple Red
228,113,122,0.987,0.5044,0.8941,0.0,0.5044,0.4649,0.1059,E4717A,Candy Pink
0,191,255,0.5418,1.0,1.0,1.0,0.251,0.0,0.0,00BFFF,Capri
89,39,32,0.0205,0.6404,0.349,0.0,0.5618,0.6404,0.651,592720,Caput Mortuum
196,30,58,0.9719,0.8469,0.7686,0.0,0.8469,0.7041,0.2314,C41E3A,Cardinal
0,204,153,0.4583,1.0,0.8,1.0,0.0,0.25,0.2,00CC99,Caribbean Green
255,0,64,0.9582,1.0,1.0,0.0,1.0,0.749,0.0,FF0040,Carmine
235,76,66,0.0099,0.7191,0.9216,0.0,0.6766,0.7191,0.0784,EB4C42,Carmine Pink
255,0,56,0.9634,1.0,1.0,0.0,1.0,0.7804,0.0,FF0038,Carmine Red
255,166,201,0.9345,0.349,1.0,0.0,0.349,0.2118,0.0,FFA6C9,Carnation Pink
179,27,27,0.0,0.8492,0.702,0.0,0.8492,0.8492,0.298,B31B1B,Carnelian
153,186,221,0.5858,0.3077,0.8667,0.3077,0.1584,0.0,0.1333,99BADD,Carolina Blue
237,145,33,0.0915,0.8608,0.9294,0.0,0.3882,0.8608,0.0706,ED9121,Carrot Orange
172,225,175,0.3428,0.2356,0.8824,0.2356,0.0,0.2222,0.1176,ACE1AF,Celadon
178,255,255,0.5,0.302,1.0,0.302,0.0,0.0,0.0,B2FFFF,Celeste
73,151,208,0.5704,0.649,0.8157,0.649,0.274,0.0,0.1843,4997D0,Celestial Blue
222,49,99,0.9518,0.7793,0.8706,0.0,0.7793,0.5541,0.1294,DE3163,Cerise
236,59,131,0.9322,0.75,0.9255,0.0,0.75,0.4449,0.0745,EC3B83,Cerise Pink
0,123,167,0.5439,1.0,0.6549,1.0,0.2635,0.0,0.3451,007BA7,Cerulean
42,82,190,0.6216,0.7789,0.7451,0.7789,0.5684,0.0,0.2549,2A52BE,Cerulean Blue
160,120,90,0.0714,0.4375,0.6275,0.0,0.25,0.4375,0.3725,A0785A,Chamoisee
250,214,165,0.0961,0.34,0.9804,0.0,0.144,0.34,0.0196,FAD6A5,Champagne
54,69,79,0.5667,0.3165,0.3098,0.3165,0.1266,0.0,0.6902,36454F,Charcoal
127,255,0,0.2503,1.0,1.0,0.502,0.0,1.0,0.0,7FFF00,Chartreuse
222,49,99,0.9518,0.7793,0.8706,0.0,0.7793,0.5541,0.1294,DE3163,Cherry
255,183,197,0.9676,0.2824,1.0,0.0,0.2824,0.2275,0.0,FFB7C5,Cherry Blossom Pink
205,92,92,0.0,0.5512,0.8039,0.0,0.5512,0.5512,0.1961,CD5C5C,Chestnut
210,105,30,0.0694,0.8571,0.8235,0.0,0.5,0.8571,0.1765,D2691E,Chocolate
255,167,0,0.1092,1.0,1.0,0.0,0.3451,1.0,0.0,FFA700,Chrome Yellow
152,129,123,0.0345,0.1908,0.5961,0.0,0.1513,0.1908,0.4039,98817B,Cinereous
227,66,52,0.0133,0.7709,0.8902,0.0,0.7093,0.7709,0.1098,E34234,Cinnabar
210,105,30,0.0694,0.8571,0.8235,0.0,0.5,0.8571,0.1765,D2691E,Cinnamon
228,208,10,0.1514,0.9561,0.8941,0.0,0.0877,0.9561,0.1059,E4D00A,Citrine
251,204,231,0.9043,0.1873,0.9843,0.0,0.1873,0.0797,0.0157,FBCCE7,Classic Rose
0,71,171,0.5975,1.0,0.6706,1.0,0.5848,0.0,0.3294,0047AB,Cobalt
210,105,30,0.0694,0.8571,0.8235,0.0,0.5,0.8571,0.1765,D2691E,Cocoa Brown
111,78,55,0.0685,0.5045,0.4353,0.0,0.2973,0.5045,0.5647,6F4E37,Coffee
155,221,255,0.5567,0.3922,1.0,0.3922,0.1333,0.0,0.0,9BDDFF,Columbia Blue
0,46,99,0.5892,1.0,0.3882,1.0,0.5354,0.0,0.6118,002E63,Cool Black
140,146,172,0.6354,0.186,0.6745,0.186,0.1512,0.0,0.3255,8C92AC,Cool Grey
184,115,51,0.0802,0.7228,0.7216,0.0,0.375,0.7228,0.2784,B87333,Copper
153,102,102,0.0,0.3333,0.6,0.0,0.3333,0.3333,0.4,996666,Copper Rose
255,56,0,0.0366,1.0,1.0,0.0,0.7804,1.0,0.0,FF3800,Coquelicot
255,127,80,0.0448,0.6863,1.0,0.0,0.502,0.6863,0.0,FF7F50,Coral
248,131,121,0.0131,0.5121,0.9725,0.0,0.4718,0.5121,0.0275,F88379,Coral Pink
255,64,64,0.0,0.749,1.0,0.0,0.749,0.749,0.0,FF4040,Coral Red
137,63,69,0.9865,0.5401,0.5373,0.0,0.5401,0.4964,0.4627,893F45,Cordovan
251,236,93,0.1508,0.6295,0.9843,0.0,0.0598,0.6295,0.0157,FBEC5D,Corn
179,27,27,0.0,0.8492,0.702,0.0,0.8492,0.8492,0.298,B31B1B,Cornell Red
154,206,235,0.5597,0.3447,0.9216,0.3447,0.1234,0.0,0.0784,9ACEEB,Cornflower
100,149,237,0.6071,0.5781,0.9294,0.5781,0.3713,0.0,0.0706,6495ED,Cornflower Blue
255,248,220,0.1333,0.1373,1.0,0.0,0.0275,0.1373,0.0,FFF8DC,Cornsilk
255,248,231,0.1181,0.0941,1.0,0.0,0.0275,0.0941,0.0,FFF8E7,Cosmic Latte
255,188,217,0.9279,0.2627,1.0,0.0,0.2627,0.149,0.0,FFBCD9,Cotton Candy
255,253,208,0.1596,0.1843,1.0,0.0,0.0078,0.1843,0.0,FFFDD0,Cream
220,20,60,0.9667,0.9091,0.8627,0.0,0.9091,0.7273,0.1373,DC143C,Crimson
153,0,0,0.0,1.0,0.6,0.0,1.0,1.0,0.4,990000,Crimson Red
190,0,50,0.9561,1.0,0.7451,0.0,1.0,0.7368,0.2549,BE0032,Crimson Glory
0,255,255,0.5,1.0,1.0,1.0,0.0,0.0,0.0,00FFFF,Cyan
255,255,49,0.1667,0.8078,1.0,0.0,0.0,0.8078,0.0,FFFF31,Daffodil
240,225,48,0.1536,0.8,0.9412,0.0,0.0625,0.8,0.0588,F0E130,Dandelion
0,0,139,0.6667,1.0,0.5451,1.0,1.0,0.0,0.4549,00008B,Dark Blue
101,67,33,0.0833,0.6733,0.3961,0.0,0.3366,0.6733,0.6039,654321,Dark Brown
93,57,84,0.875,0.3871,0.3647,0.0,0.3871,0.0968,0.6353,5D3954,Dark Byzantium
164,0,0,0.0,1.0,0.6431,0.0,1.0,1.0,0.3569,A40000,Dark Candy Apple Red
8,69,126,0.5805,0.9365,0.4941,0.9365,0.4524,0.0,0.5059,08457E,Dark Cerulean
152,105,96,0.0268,0.3684,0.5961,0.0,0.3092,0.3684,0.4039,986960,Dark Chestnut
205,91,69,0.027,0.6634,0.8039,0.0,0.5561,0.6634,0.1961,CD5B45,Dark Coral
0,139,139,0.5,1.0,0.5451,1.0,0.0,0.0,0.4549,008B8B,Dark Cyan
83,104,120,0.5721,0.3083,0.4706,0.3083,0.1333,0.0,0.5294,536878,Dark Electric Blue
184,134,11,0.1185,0.9402,0.7216,0.0,0.2717,0.9402,0.2784,B8860B,Dark Goldenrod
169,169,169,0.0,0.0,0.6627,0.0,0.0,0.0,0.3373,A9A9A9,Dark Gray
1,50,32,0.4388,0.98,0.1961,0.98,0.0,0.36,0.8039,013220,Dark Green
26,36,33,0.45,0.2778,0.1412,0.2778,0.0,0.0833,0.8588,1A2421,Dark Jungle Green
189,183,107,0.1545,0.4339,0.7412,0.0,0.0317,0.4339,0.2588,BDB76B,Dark Khaki
72,60,50,0.0758,0.3056,0.2824,0.0,0.1667,0.3056,0.7176,483C32,Dark Lava
115,79,150,0.7512,0.4733,0.5882,0.2333,0.4733,0.0,0.4118,734F96,Dark Lavender
139,0,139,0.8333,1.0,0.5451,0.0,1.0,0.0,0.4549,8B008B,Dark Magenta
0,51,102,0.5833,1.0,0.4,1.0,0.5,0.0,0.6,003366,Dark Midnight Blue
85,107,47,0.2278,0.5607,0.4196,0.2056,0.0,0.5607,0.5804,556B2F,Dark Olive Green
255,140,0,0.0915,1.0,1.0,0.0,0.451,1.0,0.0,FF8C00,Dark Orange
153,50,204,0.7781,0.7549,0.8,0.25,0.7549,0.0,0.2,9932CC,Dark Orchid
119,158,203,0.5893,0.4138,0.7961,0.4138,0.2217,0.0,0.2039,779ECB,Dark Pastel Blue
3,192,60,0.3836,0.9844,0.7529,0.9844,0.0,0.6875,0.2471,03C03C,Dark Pastel Green
150,111,214,0.7298,0.4813,0.8392,0.2991,0.4813,0.0,0.1608,966FD6,Dark Pastel Purple
194,59,34,0.026,0.8247,0.7608,0.0,0.6959,0.8247,0.2392,C23B22,Dark Pastel Red
231,84,128,0.9501,0.6364,0.9059,0.0,0.6364,0.4459,0.0941,E75480,Dark Pink
0,51,153,0.6111,1.0,0.6,1.0,0.6667,0.0,0.4,003399,Dark Powder Blue
135,38,87,0.9158,0.7185,0.5294,0.0,0.7185,0.3556,0.4706,872657,Dark Raspberry
139,0,0,0.0,1.0,0.5451,0.0,1.0,1.0,0.4549,8B0000,Dark Red
233,150,122,0.042,0.4764,0.9137,0.0,0.3562,0.4764,0.0863,E9967A,Dark Salmon
86,3,25,0.9558,0.9651,0.3373,0.0,0.9651,0.7093,0.6627,560319,Dark Scarlet
143,188,143,0.3333,0.2394,0.7373,0.2394,0.0,0.2394,0.2627,8FBC8F,Dark Sea Green
60,20,20,0.0,0.6667,0.2353,0.0,0.6667,0.6667,0.7647,3C1414,Dark Sienna
72,61,139,0.6902,0.5612,0.5451,0.482,0.5612,0.0,0.4549,483D8B,Dark Slate Blue
47,79,79,0.5,0.4051,0.3098,0.4051,0.0,0.0,0.6902,2F4F4F,Dark Slate Gray
23,114,69,0.4176,0.7982,0.4471,0.7982,0.0,0.3947,0.5529,177245,Dark Spring Green
145,129,81,0.125,0.4414,0.5686,0.0,0.1103,0.4414,0.4314,918151,Dark Tan
255,168,18,0.1055,0.9294,1.0,0.0,0.3412,0.9294,0.0,FFA812,Dark Tangerine
72,60,50,0.0758,0.3056,0.2824,0.0,0.1667,0.3056,0.7176,483C32,Dark Taupe
204,78,92,0.9815,0.6176,0.8,0.0,0.6176,0.549,0.2,CC4E5C,Dark Terra Cotta
0,206,209,0.5024,1.0,0.8196,1.0,0.0144,0.0,0.1804,00CED1,Dark Turquoise
148,0,211,0.7836,1.0,0.8275,0.2986,1.0,0.0,0.1725,9400D3,Dark Violet
0,105,62,0.4317,1.0,0.4118,1.0,0.0,0.4095,0.5882,00693E,Dartmouth Green
85,85,85,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,555555,Davy Grey
215,10,83,0.9407,0.9535,0.8431,0.0,0.9535,0.614,0.1569,D70A53,Debian Red
169,32,62,0.9635,0.8107,0.6627,0.0,0.8107,0.6331,0.3373,A9203E,Deep Carmine
239,48,56,0.993,0.7992,0.9373,0.0,0.7992,0.7657,0.0627,EF3038,Deep Carmine Pink
233,105,44,0.0538,0.8112,0.9137,0.0,0.5494,0.8112,0.0863,E9692C,Deep Carrot Orange
218,50,135,0.9157,0.7706,0.8549,0.0,0.7706,0.3807,0.1451,DA3287,Deep Cerise
250,214,165,0.0961,0.34,0.9804,0.0,0.144,0.34,0.0196,FAD6A5,Deep Champagne
185,78,72,0.0088,0.6108,0.7255,0.0,0.5784,0.6108,0.2745,B94E48,Deep Chestnut
112,66,65,0.0035,0.4196,0.4392,0.0,0.4107,0.4196,0.5608,704241,Deep Coffee
193,84,193,0.8333,0.5648,0.7569,0.0,0.5648,0.0,0.2431,C154C1,Deep Fuchsia
0,75,73,0.4956,1.0,0.2941,1.0,0.0,0.0267,0.7059,004B49,Deep Jungle Green
153,85,187,0.7778,0.5455,0.7333,0.1818,0.5455,0.0,0.2667,9955BB,Deep Lilac
204,0,204,0.8333,1.0,0.8,0.0,1.0,0.0,0.2,CC00CC,Deep Magenta
255,203,164,0.0714,0.3569,1.0,0.0,0.2039,0.3569,0.0,FFCBA4,Deep Peach
255,20,147,0.9099,0.9216,1.0,0.0,0.9216,0.4235,0.0,FF1493,Deep Pink
255,153,51,0.0833,0.8,1.0,0.0,0.4,0.8,0.0,FF9933,Deep Saffron
0,191,255,0.5418,1.0,1.0,1.0,0.251,0.0,0.0,00BFFF,Deep Sky Blue
21,96,189,0.5923,0.8889,0.7412,0.8889,0.4921,0.0,0.2588,1560BD,Denim
193,154,107,0.0911,0.4456,0.7569,0.0,0.2021,0.4456,0.2431,C19A6B,Desert
237,201,175,0.0699,0.2616,0.9294,0.0,0.1519,0.2616,0.0706,EDC9AF,Desert Sand
105,105,105,0.0,0.0,0.4118,0.0,0.0,0.0,0.5882,696969,Dim Gray
30,144,255,0.5822,0.8824,1.0,0.8824,0.4353,0.0,0.0,1E90FF,Dodger Blue
215,24,104,0.9302,0.8884,0.8431,0.0,0.8884,0.5163,0.1569,D71868,Dogwood Rose
133,187,101,0.2713,0.4599,0.7333,0.2888,0.0,0.4599,0.2667,85BB65,Dollar Bill
150,113,23,0.1181,0.8467,0.5882,0.0,0.2467,0.8467,0.4118,967117,Drab
0,0,156,0.6667,1.0,0.6118,1.0,1.0,0.0,0.3882,00009C,Duke Blue
225,169,95,0.0949,0.5778,0.8824,0.0,0.2489,0.5778,0.1176,E1A95F,Earth Yellow
194,178,128,0.1263,0.3402,0.7608,0.0,0.0825,0.3402,0.2392,C2B280,Ecru
97,64,81,0.9141,0.3402,0.3804,0.0,0.3402,0.1649,0.6196,614051,Eggplant
240,234,214,0.1282,0.1083,0.9412,0.0,0.025,0.1083,0.0588,F0EAD6,Eggshell
16,52,166,0.6267,0.9036,0.651,0.9036,0.6867,0.0,0.349,1034A6,Egyptian Blue
125,249,255,0.5077,0.5098,1.0,0.5098,0.0235,0.0,0.0,7DF9FF,Electric Blue
255,0,63,0.9588,1.0,1.0,0.0,1.0,0.7529,0.0,FF003F,Electric Crimson
0,255,255,0.5,1.0,1.0,1.0,0.0,0.0,0.0,00FFFF,Electric Cyan
0,255,0,0.3333,1.0,1.0,1.0,0.0,1.0,0.0,00FF00,Electric Green
111,0,255,0.7392,1.0,1.0,0.5647,1.0,0.0,0.0,6F00FF,Electric Indigo
244,187,255,0.8064,0.2667,1.0,0.0431,0.2667,0.0,0.0,F4BBFF,Electric Lavender
204,255,0,0.2,1.0,1.0,0.2,0.0,1.0,0.0,CCFF00,Electric Lime
191,0,255,0.7915,1.0,1.0,0.251,1.0,0.0,0.0,BF00FF,Electric Purple
63,0,255,0.7078,1.0,1.0,0.7529,1.0,0.0,0.0,3F00FF,Electric Ultramarine
143,0,255,0.7601,1.0,1.0,0.4392,1.0,0.0,0.0,8F00FF,Electric Violet
255,255,0,0.1667,1.0,1.0,0.0,0.0,1.0,0.0,FFFF00,Electric Yellow
80,200,120,0.3889,0.6,0.7843,0.6,0.0,0.4,0.2157,50C878,Emerald
150,200,162,0.3733,0.25,0.7843,0.25,0.0,0.19,0.2157,96C8A2,Eton Blue
193,154,107,0.0911,0.4456,0.7569,0.0,0.2021,0.4456,0.2431,C19A6B,Fallow
128,24,24,0.0,0.8125,0.502,0.0,0.8125,0.8125,0.498,801818,Falu Red
255,0,255,0.8333,1.0,1.0,0.0,1.0,0.0,0.0,FF00FF,Famous
181,51,137,0.8897,0.7182,0.7098,0.0,0.7182,0.2431,0.2902,B53389,Fandango
244,0,161,0.89,1.0,0.9569,0.0,1.0,0.3402,0.0431,F400A1,Fashion Fuchsia
229,170,112,0.0826,0.5109,0.898,0.0,0.2576,0.5109,0.102,E5AA70,Fawn
77,93,83,0.3958,0.172,0.3647,0.172,0.0,0.1075,0.6353,4D5D53,Feldgrau
113,188,120,0.3489,0.3989,0.7373,0.3989,0.0,0.3617,0.2627,71BC78,Fern
79,121,66,0.2939,0.4545,0.4745,0.3471,0.0,0.4545,0.5255,4F7942,Fern Green
255,40,0,0.0261,1.0,1.0,0.0,0.8431,1.0,0.0,FF2800,Ferrari Red
108,84,30,0.1154,0.7222,0.4235,0.0,0.2222,0.7222,0.5765,6C541E,Field Drab
206,32,41,0.9914,0.8447,0.8078,0.0,0.8447,0.801,0.1922,CE2029,Fire Engine Red
178,34,34,0.0,0.809,0.698,0.0,0.809,0.809,0.302,B22222,Firebrick
226,88,34,0.0469,0.8496,0.8863,0.0,0.6106,0.8496,0.1137,E25822,Flame
252,142,172,0.9545,0.4365,0.9882,0.0,0.4365,0.3175,0.0118,FC8EAC,Flamingo Pink
247,233,142,0.1444,0.4251,0.9686,0.0,0.0567,0.4251,0.0314,F7E98E,Flavescent
238,220,130,0.1389,0.4538,0.9333,0.0,0.0756,0.4538,0.0667,EEDC82,Flax
255,250,240,0.1111,0.0588,1.0,0.0,0.0196,0.0588,0.0,FFFAF0,Floral White
255,191,0,0.1248,1.0,1.0,0.0,0.251,1.0,0.0,FFBF00,Fluorescent Orange
255,20,147,0.9099,0.9216,1.0,0.0,0.9216,0.4235,0.0,FF1493,Fluorescent Pink
204,255,0,0.2,1.0,1.0,0.2,0.0,1.0,0.0,CCFF00,Fluorescent Yellow
255,0,79,0.9484,1.0,1.0,0.0,1.0,0.6902,0.0,FF004F,Folly
34,139,34,0.3333,0.7554,0.5451,0.7554,0.0,0.7554,0.4549,228B22,Forest Green
166,123,91,0.0711,0.4518,0.651,0.0,0.259,0.4518,0.349,A67B5B,French Beige
0,114,187,0.5651,1.0,0.7333,1.0,0.3904,0.0,0.2667,0072BB,French Blue
134,96,142,0.8043,0.3239,0.5569,0.0563,0.3239,0.0,0.4431,86608E,French Lilac
246,74,138,0.938,0.6992,0.9647,0.0,0.6992,0.439,0.0353,F64A8A,French Rose
255,0,255,0.8333,1.0,1.0,0.0,1.0,0.0,0.0,FF00FF,Fuchsia
